Plaintext,Ciphertext
0x09b2,0xd275
0x09b3,0xe07b
0x09b4,0xe079
0x09b5,0xd352
0x09b6,0x2f2f
0x09b7,0xe0d3
0x09b8,0x4f89
0x09b9,0x4eab
0x09ba,0x2fa9
0x09bb,0x4e2f
0x09bc,0xd310
0x09bd,0xd2d1
0x09be,0x4f33
0x09bf,0x2f23
0x09c0,0x2fa5
0x09c1,0xe0ef
0x09c2,0xe27b
0x09c3,0xe0cb
0x09c4,0xe0eb
0x09c5,0xe2db
0x09c6,0x2f21
0x09c7,0xeacb
0x09c8,0x4e4b
0x09c9,0x4e9b
0x09ca,0x2f25
0x09cb,0x4e4f
0x09cc,0xe67b
0x09cd,0xe2df
0x09ce,0x459b
0x09cf,0x27a5
0x09d0,0xa321
0x09d1,0xe4ef
0x09d2,0xe9cb
0x09d3,0xc9ef
0x09d4,0xc9eb
0x09d5,0xe9eb
0x09d6,0x2121
0x09d7,0xe4eb
0x09d8,0x2325
0x09d9,0x23a5
0x09da,0xa325
0x09db,0x2321
0x09dc,0xe4cb
0x09dd,0xe9ef
0x09de,0x21a5
0x09df,0x2125
0x09e0,0x4a21
0x09e1,0xeae8
0x09e2,0xefd1
0x09e3,0xe7d1
0x09e4,0xe7d5
0x09e5,0xe775
0x09e6,0x21ed
0x09e7,0xeaee
0x09e8,0x4aa5
0x09e9,0x4021
0x09ea,0x4a25
0x09eb,0x23ed
0x09ec,0xeace
0x09ed,0xe0e8
0x09ee,0x21c6
0x09ef,0x21e6
0x09f0,0x9091
0x09f1,0x2ad8
0x09f2,0x4041
0x09f3,0x4a41
0x09f4,0x4a40
0x09f5,0x4040
0x09f6,0xa078
0x09f7,0x2ada
0x09f8,0x9a90
0x09f9,0x9a91
0x09fa,0x9090
0x09fb,0xaa78
0x09fc,0x20da
0x09fd,0x20d8
0x09fe,0xaa7a
0x09ff,0xa07a
0x0a00,0xc19d
0x0a01,0xfc28
0x0a02,0xec4d
0x0a03,0xe34d
0x0a04,0xe34c
0x0a05,0xe06c
0x0a06,0xb8a8
0x0a07,0xfc2a
0x0a08,0xca0c
0x0a09,0xc89d
0x0a0a,0xc19c
0x0a0b,0xc60a
0x0a0c,0xe24a
0x0a0d,0xe26a
0x0a0e,0xc69a
0x0a0f,0xb8aa
0x0a10,0xc14d
0x0a11,0xf8ae
0x0a12,0xe896
0x0a13,0xe196
0x0a14,0xe340
0x0a15,0xe060
0x0a16,0xb828
0x0a17,0xfc23
0x0a18,0xca00
0x0a19,0xc84d
0x0a1a,0xc190
0x0a1b,0xc66a
0x0a1c,0xe243
0x0a1d,0xe607
0x0a1e,0xc693
0x0a1f,0xb8a3
0x0a20,0x8da8
0x0a21,0x3bae
0x0a22,0x2e6a
0x0a23,0x3b28
0x0a24,0x3b2a
0x0a25,0x2e4a
0x0a26,0x8bae
0x0a27,0x3ba7
0x0a28,0xa59a
0x0a29,0xa50a
0x0a2a,0x8daa
0x0a2b,0xae07
0x0a2c,0x2e97
0x0a2d,0x2e07
0x0a2e,0xae97
0x0a2f,0x8ba7
0x0a30,0x219d
0x0a31,0x382e
0x0a32,0x2196
0x0a33,0x2146
0x0a34,0x21dc
0x0a35,0x23dc
0x0a36,0x38a8
0x0a37,0x38ea
0x0a38,0xa17c
0x0a39,0xa14d
0x0a3a,0xa37c
0x0a3b,0x8828
0x0a3c,0x3cea
0x0a3d,0x38ae
0x0a3e,0x88ca
0x0a3f,0x8cca
0x0a40,0x3e2d
0x0a41,0x3bcb
0x0a42,0x2e13
0x0a43,0x3bef
0x0a44,0x3be3
0x0a45,0x2ed3
0x0a46,0x3ea6
0x0a47,0x3bc9
0x0a48,0x4e4a
0x0a49,0x4e6a
0x0a4a,0x3e2c
0x0a4b,0x4e07
0x0a4c,0x2e79
0x0a4d,0x2e59
0x0a4e,0x4e97
0x0a4f,0x3ea4
0x0a50,0x35a6
0x0a51,0x3beb
0x0a52,0x2559
0x0a53,0x3dcb
0x0a54,0xfce3
0x0a55,0xe2d3
0x0a56,0x3e26
0x0a57,0xfcc9
0x0a58,0x4e43
0x0a59,0x4507
0x0a5a,0x3e20
0x0a5b,0x4e67
0x0a5c,0xe279
0x0a5d,0x2e19
0x0a5e,0x4e99
0x0a5f,0x3ea2
0x0a60,0x3dc8
0x0a61,0x8bee
0x0a62,0x3dce
0x0a63,0x3dee
0x0a64,0x3823
0x0a65,0x3c23
0x0a66,0x8dce
0x0a67,0x8c23
0x0a68,0x88a3
0x0a69,0x8de8
0x0a6a,0x8ca3
0x0a6b,0x3bc8
0x0a6c,0x3ca9
0x0a6d,0x3bee
0x0a6e,0x8ca9
0x0a6f,0x8829
0x0a70,0x8d28
0x0a71,0x3b2e
0x0a72,0x2507
0x0a73,0x3dae
0x0a74,0x3b23
0x0a75,0x2e43
0x0a76,0x3ba8
0x0a77,0x3ba9
0x0a78,0xa593
0x0a79,0xa56a
0x0a7a,0x8da3
0x0a7b,0x2e0a
0x0a7c,0x2e99
0x0a7d,0x2e67
0x0a7e,0xae99
0x0a7f,0x8ba9
0x0a80,0x35ed
0x0a81,0xbb2f
0x0a82,0xfb2f
0x0a83,0xfd2f
0x0a84,0xfd23
0x0a85,0xfb23
0x0a86,0x8eed
0x0a87,0xbb23
0x0a88,0x3eec
0x0a89,0x3eed
0x0a8a,0x35ec
0x0a8b,0x3ec6
0x0a8c,0xfba9
0x0a8d,0xfbab
0x0a8e,0x3ec4
0x0a8f,0x8eec
0x0a90,0xa39d
0x0a91,0x3828
0x0a92,0x234d
0x0a93,0x214d
0x0a94,0x214c
0x0a95,0x234c
0x0a96,0x8ca8
0x0a97,0x382a
0x0a98,0xa19c
0x0a99,0xa19d
0x0a9a,0xa39c
0x0a9b,0x88a8
0x0a9c,0x3c2a
0x0a9d,0x3c28
0x0a9e,0x88aa
0x0a9f,0x8caa
0x0aa0,0x4a2d
0x0aa1,0x38ef
0x0aa2,0x23d1
0x0aa3,0x21d1
0x0aa4,0x21d0
0x0aa5,0x23d0
0x0aa6,0x362d
0x0aa7,0x38e3
0x0aa8,0x402c
0x0aa9,0x402d
0x0aaa,0x4a2c
0x0aab,0x322d
0x0aac,0x3ce3
0x0aad,0x3cef
0x0aae,0x322c
0x0aaf,0x362c
0x0ab0,0xd02d
0x0ab1,0xfbe8
0x0ab2,0xebdd
0x0ab3,0xefdd
0x0ab4,0xefdc
0x0ab5,0xe91c
0x0ab6,0xf22d
0x0ab7,0xfbea
0x0ab8,0xd33c
0x0ab9,0xd22d
0x0aba,0xd02c
0x0abb,0xd26a
0x0abc,0xeeda
0x0abd,0xee1a
0x0abe,0xd24a
0x0abf,0xf22c
0x0ac0,0xdaa6
0x0ac1,0xfdce
0x0ac2,0xed76
0x0ac3,0xe776
0x0ac4,0xef4c
0x0ac5,0xe96c
0x0ac6,0xf6a6
0x0ac7,0xfb2a
0x0ac8,0xd330
0x0ac9,0xd6a6
0x0aca,0xd020
0x0acb,0xd607
0x0acc,0xee4a
0x0acd,0xe557
0x0ace,0xd243
0x0acf,0xf220
0x0ad0,0x4a26
0x0ad1,0x38eb
0x0ad2,0x2175
0x0ad3,0x21d5
0x0ad4,0xe1dc
0x0ad5,0xe3dc
0x0ad6,0x3626
0x0ad7,0xf8ea
0x0ad8,0x40ec
0x0ad9,0x4aa6
0x0ada,0x4aec
0x0adb,0x36a6
0x0adc,0xfcea
0x0add,0x38cb
0x0ade,0x32ec
0x0adf,0x36ec
0x0ae0,0x35e6
0x0ae1,0xbb2b
0x0ae2,0xfdab
0x0ae3,0xfd2b
0x0ae4,0xfde3
0x0ae5,0xfbe3
0x0ae6,0x8ee6
0x0ae7,0xbbe3
0x0ae8,0x3220
0x0ae9,0x35c6
0x0aea,0x3620
0x0aeb,0x3ee6
0x0aec,0xfbc9
0x0aed,0xfb2b
0x0aee,0x32a2
0x0aef,0x8220
0x0af0,0x8bc8
0x0af1,0x8be8
0x0af2,0x3be8
0x0af3,0x3de8
0x0af4,0x3dea
0x0af5,0x3bea
0x0af6,0x8dee
0x0af7,0x8bea
0x0af8,0x8dca
0x0af9,0x8dc8
0x0afa,0x8bca
0x0afb,0x8bce
0x0afc,0x3bc7
0x0afd,0x3bce
0x0afe,0x8bc7
0x0aff,0x8de7
0x0b00,0xac9b
0x0b01,0x2c4f
0x0b02,0xac4f
0x0b03,0x2c9b
0x0b04,0x2009
0x0b05,0xa063
0x0b06,0xa89f
0x0b07,0x2063
0x0b08,0xaa69
0x0b09,0xa84b
0x0b0a,0xa009
0x0b0b,0xac9f
0x0b0c,0x2a63
0x0b0d,0x284f
0x0b0e,0xa003
0x0b0f,0xaa03
0x0b10,0xacab
0x0b11,0x2c2f
0x0b12,0xac2f
0x0b13,0x2cab
0x0b14,0x2c2b
0x0b15,0xac2b
0x0b16,0xa8af
0x0b17,0x28ab
0x0b18,0xa8ab
0x0b19,0xa82b
0x0b1a,0x2caf
0x0b1b,0xacaf
0x0b1c,0x282b
0x0b1d,0x282f
0x0b1e,0x28af
0x0b1f,0xa82f
0x0b20,0x9891
0x0b21,0x2cd8
0x0b22,0x4841
0x0b23,0x4c41
0x0b24,0x4060
0x0b25,0x4a60
0x0b26,0xa878
0x0b27,0x201a
0x0b28,0x9000
0x0b29,0x9c91
0x0b2a,0x9a00
0x0b2b,0xac78
0x0b2c,0x2a1a
0x0b2d,0x28d8
0x0b2e,0xa05a
0x0b2f,0xaa5a
0x0b30,0xabab
0x0b31,0x2b2f
0x0b32,0x229b
0x0b33,0x2bab
0x0b34,0x2b2b
0x0b35,0x224b
0x0b36,0xadaf
0x0b37,0x2dab
0x0b38,0x229f
0x0b39,0xa29b
0x0b3a,0x2baf
0x0b3b,0xa69f
0x0b3c,0x269b
0x0b3d,0x224f
0x0b3e,0xa64f
0x0b3f,0xad2f
0x0b40,0x4c2f
0x0b41,0xecd8
0x0b42,0xddd1
0x0b43,0xdbd1
0x0b44,0xd910
0x0b45,0xd410
0x0b46,0x22e8
0x0b47,0xe01a
0x0b48,0x4a33
0x0b49,0x482f
0x0b4a,0x4033
0x0b4b,0x26e8
0x0b4c,0xea1a
0x0b4d,0xe8d8
0x0b4e,0x21fa
0x0b4f,0x23fa
0x0b50,0x4c21
0x0b51,0xece8
0x0b52,0xe5d1
0x0b53,0xeed1
0x0b54,0xe575
0x0b55,0xe5d5
0x0b56,0x22ed
0x0b57,0xe8ce
0x0b58,0x4825
0x0b59,0x4821
0x0b5a,0x48a5
0x0b5b,0x26ed
0x0b5c,0xe8ee
0x0b5d,0xe8e8
0x0b5e,0x26e6
0x0b5f,0x26c6
0x0b60,0xa591
0x0b61,0xec2f
0x0b62,0x2c41
0x0b63,0x2e41
0x0b64,0x2595
0x0b65,0x2895
0x0b66,0xc8af
0x0b67,0xe8ab
0x0b68,0xa841
0x0b69,0xa891
0x0b6a,0xa541
0x0b6b,0xa678
0x0b6c,0x267e
0x0b6d,0x22d8
0x0b6e,0xa6d8
0x0b6f,0xc82f
0x0b70,0xa691
0x0b71,0x2ce8
0x0b72,0x2641
0x0b73,0x2241
0x0b74,0x2695
0x0b75,0x2645
0x0b76,0xa8c8
0x0b77,0x28ce
0x0b78,0x2691
0x0b79,0xa291
0x0b7a,0xa641
0x0b7b,0xacc8
0x0b7c,0x28ee
0x0b7d,0x28e8
0x0b7e,0x28c8
0x0b7f,0xa8e8
0x0b80,0x4b2f
0x0b81,0xeb48
0x0b82,0xebe1
0x0b83,0xdcd1
0x0b84,0xd010
0x0b85,0xe9f0
0x0b86,0xe22f
0x0b87,0xe96a
0x0b88,0x4063
0x0b89,0x4c4f
0x0b8a,0x4933
0x0b8b,0x42e8
0x0b8c,0xd31c
0x0b8d,0xd2dd
0x0b8e,0x43fa
0x0b8f,0xe333
0x0b90,0xab9b
0x0b91,0x2b4f
0x0b92,0x4295
0x0b93,0x2b9b
0x0b94,0x2909
0x0b95,0x4302
0x0b96,0xad9f
0x0b97,0x2963
0x0b98,0x9302
0x0b99,0x9295
0x0b9a,0xa909
0x0b9b,0x9691
0x0b9c,0x4360
0x0b9d,0x4241
0x0b9e,0x9100
0x0b9f,0xa403
0x0ba0,0x2eab
0x0ba1,0xecdf
0x0ba2,0xde75
0x0ba3,0xec7b
0x0ba4,0xe059
0x0ba5,0xdf52
0x0ba6,0x2e2f
0x0ba7,0xe013
0x0ba8,0x4389
0x0ba9,0x42ab
0x0baa,0x2f89
0x0bab,0x422f
0x0bac,0xdf10
0x0bad,0xded1
0x0bae,0x4333
0x0baf,0x2f33
0x0bb0,0x22ab
0x0bb1,0xebdf
0x0bb2,0xcbdf
0x0bb3,0xeb7b
0x0bb4,0xe959
0x0bb5,0xc913
0x0bb6,0x222f
0x0bb7,0xe913
0x0bb8,0xa333
0x0bb9,0xa22f
0x0bba,0x2389
0x0bbb,0x262f
0x0bbc,0xe413
0x0bbd,0xeddf
0x0bbe,0x2133
0x0bbf,0x2333
0x0bc0,0x22a5
0x0bc1,0xebef
0x0bc2,0xcbef
0x0bc3,0xebcb
0x0bc4,0xebeb
0x0bc5,0xcbeb
0x0bc6,0x2221
0x0bc7,0xedcb
0x0bc8,0xa225
0x0bc9,0xa221
0x0bca,0x2225
0x0bcb,0x2621
0x0bcc,0xedeb
0x0bcd,0xedef
0x0bce,0x2625
0x0bcf,0x26a5
0x0bd0,0x2ea5
0x0bd1,0xecef
0x0bd2,0xee7b
0x0bd3,0xeccb
0x0bd4,0xeceb
0x0bd5,0xeedb
0x0bd6,0x2e21
0x0bd7,0xe8cb
0x0bd8,0x424b
0x0bd9,0x429b
0x0bda,0x2e25
0x0bdb,0x424f
0x0bdc,0xe57b
0x0bdd,0xeedf
0x0bde,0x469b
0x0bdf,0x25a5
0x0be0,0x4b21
0x0be1,0xeb28
0x0be2,0xebd1
0x0be3,0xe2d1
0x0be4,0xe675
0x0be5,0xed75
0x0be6,0xe221
0x0be7,0xedae
0x0be8,0x46a5
0x0be9,0x4221
0x0bea,0x4da5
0x0beb,0x42d8
0x0bec,0xe67e
0x0bed,0xe2d8
0x0bee,0x467e
0x0bef,0xe6a5
0x0bf0,0x9d91
0x0bf1,0xec4f
0x0bf2,0x2c21
0x0bf3,0x4b41
0x0bf4,0x4960
0x0bf5,0x2030
0x0bf6,0xc89f
0x0bf7,0xe063
0x0bf8,0xaa80
0x0bf9,0xa8a1
0x0bfa,0x9400
0x0bfb,0x967d
0x0bfc,0x431c
0x0bfd,0x42dd
0x0bfe,0x915c
0x0bff,0xca03
0x0c00,0xd9ed
0x0c01,0xf9ea
0x0c02,0xf91d
0x0c03,0xfe1d
0x0c04,0xef1d
0x0c05,0xf9dd
0x0c06,0xfeed
0x0c07,0xf9fa
0x0c08,0xdffc
0x0c09,0xdeed
0x0c0a,0xd9ec
0x0c0b,0xde1a
0x0c0c,0xee18
0x0c0d,0xfe1a
0x0c0e,0xdeda
0x0c0f,0xfeec
0x0c10,0xd4c6
0x0c11,0xf4c7
0x0c12,0xf456
0x0c13,0xf556
0x0c14,0xef6d
0x0c15,0xf94d
0x0c16,0xf5c6
0x0c17,0xf93a
0x0c18,0xdf3c
0x0c19,0xd5c6
0x0c1a,0xd92c
0x0c1b,0xd557
0x0c1c,0xee68
0x0c1d,0xf557
0x0c1e,0xde4a
0x0c1f,0xfe2c
0x0c20,0x3ee1
0x0c21,0x39c9
0x0c22,0x3e13
0x0c23,0x39e3
0x0c24,0x39f3
0x0c25,0x2e1f
0x0c26,0x3ec5
0x0c27,0x39b9
0x0c28,0x4ed3
0x0c29,0x4e13
0x0c2a,0x3ee0
0x0c2b,0x4e59
0x0c2c,0x2e5b
0x0c2d,0x3e59
0x0c2e,0x4e79
0x0c2f,0x3ec2
0x0c30,0x4ae5
0x0c31,0x3ae9
0x0c32,0x3655
0x0c33,0x3615
0x0c34,0xe11d
0x0c35,0xe31d
0x0c36,0x36e5
0x0c37,0xfafa
0x0c38,0xd0ec
0x0c39,0x4ac5
0x0c3a,0xdaec
0x0c3b,0x36c5
0x0c3c,0xf0fa
0x0c3d,0x3ac9
0x0c3e,0xf2ec
0x0c3f,0xf6ec
0x0c40,0x392a
0x0c41,0x89a7
0x0c42,0x850a
0x0c43,0x84aa
0x0c44,0x848a
0x0c45,0xa508
0x0c46,0x39a7
0x0c47,0x8987
0x0c48,0x2e68
0x0c49,0x3e6a
0x0c4a,0x393a
0x0c4b,0x3e07
0x0c4c,0xae0e
0x0c4d,0x8e07
0x0c4e,0x2e0e
0x0c4f,0x3987
0x0c50,0x34a7
0x0c51,0x39aa
0x0c52,0x856a
0x0c53,0x842a
0x0c54,0x8483
0x0c55,0xa50f
0x0c56,0x3927
0x0c57,0x8989
0x0c58,0x2e6f
0x0c59,0x3507
0x0c5a,0x3933
0x0c5b,0x3e67
0x0c5c,0xae0b
0x0c5d,0x3e0a
0x0c5e,0x2e0b
0x0c5f,0x3989
0x0c60,0xf525
0x0c61,0xb929
0x0c62,0xf4a9
0x0c63,0xf429
0x0c64,0xf4f3
0x0c65,0xf9f3
0x0c66,0xbe25
0x0c67,0xb9f3
0x0c68,0xfee0
0x0c69,0xf5a5
0x0c6a,0xf5e0
0x0c6b,0xfe25
0x0c6c,0xf9b9
0x0c6d,0xf929
0x0c6e,0xfec2
0x0c6f,0xbee0
0x0c70,0x35c5
0x0c71,0x39e9
0x0c72,0x3559
0x0c73,0x34c9
0x0c74,0xf0f3
0x0c75,0xe21f
0x0c76,0x3ee5
0x0c77,0xf0b9
0x0c78,0xd2d3
0x0c79,0x4559
0x0c7a,0xf2e0
0x0c7b,0x4e19
0x0c7c,0xe25b
0x0c7d,0x3e19
0x0c7e,0xd279
0x0c7f,0xf2c2
0x0c80,0x34ea
0x0c81,0x84e7
0x0c82,0x84ca
0x0c83,0x89ca
0x0c84,0x89ba
0x0c85,0x84ba
0x0c86,0x89ea
0x0c87,0x84f7
0x0c88,0x39fa
0x0c89,0x39ea
0x0c8a,0x34fa
0x0c8b,0x39c7
0x0c8c,0x89b7
0x0c8d,0x89c7
0x0c8e,0x39b7
0x0c8f,0x89fa
0x0c90,0x4ae1
0x0c91,0x3ae3
0x0c92,0x3211
0x0c93,0x3611
0x0c94,0x2111
0x0c95,0x2311
0x0c96,0x36e1
0x0c97,0x3af3
0x0c98,0x40e0
0x0c99,0x40e1
0x0c9a,0x4ae0
0x0c9b,0x32e1
0x0c9c,0x30f3
0x0c9d,0x30e3
0x0c9e,0x32e0
0x0c9f,0x36e0
0x0ca0,0x366d
0x0ca1,0x80aa
0x0ca2,0x860d
0x0ca3,0x820d
0x0ca4,0xa30d
0x0ca5,0xa10d
0x0ca6,0x3a2a
0x0ca7,0x808a
0x0ca8,0x236d
0x0ca9,0x326d
0x0caa,0x216d
0x0cab,0x302a
0x0cac,0x8a8a
0x0cad,0x8aaa
0x0cae,0x303a
0x0caf,0x3a3a
0x0cb0,0xf26d
0x0cb1,0xbaaa
0x0cb2,0xba0d
0x0cb3,0xb60d
0x0cb4,0xc10d
0x0cb5,0xba9d
0x0cb6,0xf02a
0x0cb7,0xba8a
0x0cb8,0xf04d
0x0cb9,0xf06d
0x0cba,0xe36d
0x0cbb,0xf26a
0x0cbc,0xc608
0x0cbd,0xb60a
0x0cbe,0xe268
0x0cbf,0xf03a
0x0cc0,0xf606
0x0cc1,0xba2a
0x0cc2,0xba6d
0x0cc3,0xb66d
0x0cc4,0xc101
0x0cc5,0xba91
0x0cc6,0xfaa7
0x0cc7,0xba83
0x0cc8,0xf041
0x0cc9,0xfa06
0x0cca,0xe361
0x0ccb,0xf607
0x0ccc,0xc60f
0x0ccd,0xb66a
0x0cce,0xe26f
0x0ccf,0xf033
0x0cd0,0x3666
0x0cd1,0x3aaa
0x0cd2,0x866d
0x0cd3,0x360d
0x0cd4,0xa35d
0x0cd5,0xa15d
0x0cd6,0x3a27
0x0cd7,0x80ba
0x0cd8,0x231d
0x0cd9,0x3606
0x0cda,0x211d
0x0cdb,0x3aa7
0x0cdc,0x8aba
0x0cdd,0x8a2a
0x0cde,0x30fa
0x0cdf,0x3afa
0x0ce0,0x34e7
0x0ce1,0x84c7
0x0ce2,0x84ea
0x0ce3,0x34ca
0x0ce4,0x8083
0x0ce5,0x8a83
0x0ce6,0x89e7
0x0ce7,0x8a39
0x0ce8,0x3033
0x0ce9,0x34c7
0x0cea,0x3a33
0x0ceb,0x39e7
0x0cec,0x8089
0x0ced,0x39ca
0x0cee,0x3089
0x0cef,0x8033
0x0cf0,0xf521
0x0cf1,0xb923
0x0cf2,0xf923
0x0cf3,0xf423
0x0cf4,0xf433
0x0cf5,0xf933
0x0cf6,0xbe21
0x0cf7,0xb933
0x0cf8,0xfe20
0x0cf9,0xfe21
0x0cfa,0xf520
0x0cfb,0xfea5
0x0cfc,0xf989
0x0cfd,0xf9a9
0x0cfe,0xfea2
0x0cff,0xbe20
0x0d00,0xd928
0x0d01,0xf94a
0x0d02,0xf93d
0x0d03,0x1b6d
0x0d04,0xd96d
0x0d05,0xf92d
0x0d06,0xfe28
0x0d07,0xf96a
0x0d08,0xd96a
0x0d09,0xdb48
0x0d0a,0xd92a
0x0d0b,0xde3a
0x0d0c,0xde6d
0x0d0d,0x1e6c
0x0d0e,0xde2a
0x0d0f,0xfe2a
0x0d10,0xd92d
0x0d11,0xf92a
0x0d12,0xf96d
0x0d13,0xfe6d
0x0d14,0xf506
0x0d15,0xf406
0x0d16,0xfe2d
0x0d17,0xf4a7
0x0d18,0xd5a6
0x0d19,0xde2d
0x0d1a,0xd4a6
0x0d1b,0xde6a
0x0d1c,0xf507
0x0d1d,0xfe6a
0x0d1e,0xd507
0x0d1f,0xf5a6
0x0d20,0xf2ef
0x0d21,0xf079
0x0d22,0x1210
0x0d23,0xf0d3
0x0d24,0xf013
0x0d25,0xd211
0x0d26,0xf2cb
0x0d27,0xf059
0x0d28,0xd2e3
0x0d29,0xd2f3
0x0d2a,0xf2e3
0x0d2b,0xd2b9
0x0d2c,0xd255
0x0d2d,0x1252
0x0d2e,0xd2c9
0x0d2f,0xf2c9
0x0d30,0xdaed
0x0d31,0xfaea
0x0d32,0xf21d
0x0d33,0xf61d
0x0d34,0xf616
0x0d35,0xf656
0x0d36,0xf6ed
0x0d37,0xfae7
0x0d38,0xdac6
0x0d39,0xd0ed
0x0d3a,0xdae6
0x0d3b,0xf2ed
0x0d3c,0xfac7
0x0d3d,0xf0ea
0x0d3e,0xf6c6
0x0d3f,0xf6e6
0x0d40,0x3943
0x0d41,0x8999
0x0d42,0x0500
0x0d43,0x8493
0x0d44,0x8403
0x0d45,0x9501
0x0d46,0x3999
0x0d47,0x8909
0x0d48,0x4e61
0x0d49,0x6e60
0x0d4a,0x3963
0x0d4b,0x6e02
0x0d4c,0x9e05
0x0d4d,0x0e02
0x0d4e,0x4e05
0x0d4f,0x3909
0x0d50,0x3923
0x0d51,0x89a9
0x0d52,0x8503
0x0d53,0x84a3
0x0d54,0x8423
0x0d55,0x8563
0x0d56,0x39a9
0x0d57,0x39a3
0x0d58,0x3509
0x0d59,0x3e63
0x0d5a,0x34a9
0x0d5b,0x3e09
0x0d5c,0x3e03
0x0d5d,0x8e09
0x0d5e,0x3e69
0x0d5f,0x3929
0x0d60,0xf5e1
0x0d61,0xb9e3
0x0d62,0xf9e3
0x0d63,0xf4e3
0x0d64,0xf4e9
0x0d65,0xf4c9
0x0d66,0xbee1
0x0d67,0xb9e9
0x0d68,0xf5c5
0x0d69,0xfee1
0x0d6a,0xf5e5
0x0d6b,0xfec5
0x0d6c,0xf9e9
0x0d6d,0xf9c9
0x0d6e,0xfee5
0x0d6f,0xbee5
0x0d70,0xf2e1
0x0d71,0xf0c9
0x0d72,0xf213
0x0d73,0xf0e3
0x0d74,0xfac9
0x0d75,0xf659
0x0d76,0xf2c5
0x0d77,0xf0e9
0x0d78,0xd659
0x0d79,0xd213
0x0d7a,0xf6c5
0x0d7b,0xd259
0x0d7c,0xf219
0x0d7d,0xf259
0x0d7e,0xd219
0x0d7f,0xf2e5
0x0d80,0x3a43
0x0d81,0x8a49
0x0d82,0x8a93
0x0d83,0x8093
0x0d84,0x8003
0x0d85,0x8a03
0x0d86,0x8043
0x0d87,0x8a69
0x0d88,0x3063
0x0d89,0x3043
0x0d8a,0x3a63
0x0d8b,0x3099
0x0d8c,0x8009
0x0d8d,0x8099
0x0d8e,0x3009
0x0d8f,0x8063
0x0d90,0xdae8
0x0d91,0xfada
0x0d92,0x1c1d
0x0d93,0x181d
0x0d94,0xda1d
0x0d95,0xd01d
0x0d96,0xf6e8
0x0d97,0xfa1a
0x0d98,0xd0ea
0x0d99,0xd0e8
0x0d9a,0xdaea
0x0d9b,0xf2e8
0x0d9c,0xf01a
0x0d9d,0xf0da
0x0d9e,0xf2ea
0x0d9f,0xf6ea
0x0da0,0x681d
0x0da1,0x807a
0x0da2,0x085d
0x0da3,0x0c5d
0x0da4,0x905d
0x0da5,0x9a5d
0x0da6,0x3ada
0x0da7,0x805a
0x0da8,0x401d
0x0da9,0x6c1d
0x0daa,0x4a1d
0x0dab,0x30da
0x0dac,0x8a5a
0x0dad,0x8a7a
0x0dae,0x301a
0x0daf,0x3a1a
0x0db0,0x1c61
0x0db1,0xba93
0x0db2,0xba81
0x0db3,0x5801
0x0db4,0x7a01
0x0db5,0xbaa1
0x0db6,0xf043
0x0db7,0xba03
0x0db8,0xf021
0x0db9,0xf031
0x0dba,0xd061
0x0dbb,0x1260
0x0dbc,0x7601
0x0dbd,0x5600
0x0dbe,0xd261
0x0dbf,0xf063
0x0dc0,0xf261
0x0dc1,0xbaa3
0x0dc2,0xba01
0x0dc3,0xb601
0x0dc4,0xb661
0x0dc5,0xba61
0x0dc6,0xf023
0x0dc7,0xba23
0x0dc8,0xfa05
0x0dc9,0xf061
0x0dca,0xf605
0x0dcb,0xf263
0x0dcc,0xb663
0x0dcd,0xb603
0x0dce,0xf609
0x0dcf,0xfaa9
0x0dd0,0x361d
0x0dd1,0x80ca
0x0dd2,0x865d
0x0dd3,0x825d
0x0dd4,0x365d
0x0dd5,0x861d
0x0dd6,0x3aea
0x0dd7,0x3aca
0x0dd8,0x3656
0x0dd9,0x321d
0x0dda,0x3616
0x0ddb,0x30ea
0x0ddc,0x8aea
0x0ddd,0x8aca
0x0dde,0x3ac7
0x0ddf,0x3ae7
0x0de0,0x3a23
0x0de1,0x8a29
0x0de2,0x8aa3
0x0de3,0x80a3
0x0de4,0x3aa3
0x0de5,0x8a23
0x0de6,0x8023
0x0de7,0x8aa9
0x0de8,0x3aa9
0x0de9,0x3023
0x0dea,0x3a29
0x0deb,0x30a9
0x0dec,0x30a3
0x0ded,0x80a9
0x0dee,0x3029
0x0def,0x8029
0x0df0,0xf5ef
0x0df1,0xb9d3
0x0df2,0xf9d3
0x0df3,0xf4d3
0x0df4,0xf413
0x0df5,0xf913
0x0df6,0xbeef
0x0df7,0xb913
0x0df8,0xfee3
0x0df9,0xfeef
0x0dfa,0xf5e3
0x0dfb,0xfecb
0x0dfc,0xf959
0x0dfd,0xf979
0x0dfe,0xfec9
0x0dff,0xbee3
0x0e00,0x987d
0x0e01,0x2c1a
0x0e02,0x48dd
0x0e03,0x4cdd
0x0e04,0x401c
0x0e05,0x4a1c
0x0e06,0xa85a
0x0e07,0x2cda
0x0e08,0x905c
0x0e09,0x9c7d
0x0e0a,0x9a5c
0x0e0b,0xac5a
0x0e0c,0x28da
0x0e0d,0x281a
0x0e0e,0xac7a
0x0e0f,0xa87a
0x0e10,0xa67d
0x0e11,0x2cfa
0x0e12,0x26dd
0x0e13,0x22dd
0x0e14,0x2676
0x0e15,0x26d6
0x0e16,0xa8ba
0x0e17,0x28b7
0x0e18,0x267d
0x0e19,0xa27d
0x0e1a,0xa6dd
0x0e1b,0xacba
0x0e1c,0x28f7
0x0e1d,0x28fa
