Plaintext1,Plaintext2,Ciphertext1,Ciphertext2
0x04dd,0x14dd,0x888f,0x8b8f
0x04de,0x14de,0x388b,0x3d3b
0x04df,0x14df,0x383b,0x343b
0x04e0,0x14e0,0x3661,0x3761
0x04e1,0x14e1,0x8cb8,0xb08f
0x04e2,0x14e2,0x8601,0x8e01
0x04e3,0x14e3,0x8201,0x8f01
0x04e4,0x14e4,0x3601,0x3701
0x04e5,0x14e5,0x8661,0x3501
0x04e6,0x14e6,0x38f8,0xfa3f
0x04e7,0x14e7,0x38b8,0xfa8f
0x04e8,0x14e8,0x3605,0x3565
0x04e9,0x14e9,0x3261,0x3561
0x04ea,0x14ea,0x3665,0x3765
0x04eb,0x14eb,0x3cf8,0xf83f
0x04ec,0x14ec,0x88f8,0xf88f
0x04ed,0x14ed,0x88b8,0xbc8f
0x04ee,0x14ee,0x38be,0xf83b
0x04ef,0x14ef,0x38fe,0xfa3b
0x04f0,0x14f0,0xd4ef,0xd8ef
0x04f1,0x14f1,0xf818,0xf468
0x04f2,0x14f2,0x1b11,0x1811
0x04f3,0x14f3,0x1d11,0x1a11
0x04f4,0x14f4,0xd411,0x1ad1
0x04f5,0x14f5,0xd911,0xda11
0x04f6,0x14f6,0xe1e8,0xe528
0x04f7,0x14f7,0xea18,0xf448
0x04f8,0x14f8,0xd9e3,0xdae3
0x04f9,0x14f9,0xd9ef,0xdaef
0x04fa,0x14fa,0xd4e3,0xdaf3
0x04fb,0x14fb,0xe3e8,0xe728
0x04fc,0x14fc,0xe018,0xe468
0x04fd,0x14fd,0xfc18,0xfd68
0x04fe,0x14fe,0xe3ea,0xe72a
0x04ff,0x14ff,0xe1ea,0xe73a
0x0500,0x1500,0xeecb,0x72ef
0x0501,0x1501,0xf91f,0x1111
0x0502,0x1502,0xb91f,0x1e55
0x0503,0x1503,0xf95b,0x5311
0x0504,0x1504,0xf97b,0x53d1
0x0505,0x1505,0xb9df,0xdf55
0x0506,0x1506,0xeeef,0xd6ef
0x0507,0x1507,0xf9df,0x11d1
0x0508,0x1508,0xcff3,0xdfc9
0x0509,0x1509,0xceef,0xdfcb
0x050a,0x150a,0xefb9,0x73f3
0x050b,0x150b,0xe5ef,0xdfef
0x050c,0x150c,0xf4df,0xdf11
0x050d,0x150d,0xf41f,0x1e11
0x050e,0x150e,0xe7f3,0xdfe3
0x050f,0x150f,0xeff3,0xd1f3
0x0510,0x1510,0xeec5,0x72df
0x0511,0x1511,0xf9ff,0xf11f
0x0512,0x1512,0xb9ff,0xfe5b
0x0513,0x1513,0xf9bb,0xb31f
0x0514,0x1514,0xf9fb,0xb31b
0x0515,0x1515,0xb9fb,0xfe1b
0x0516,0x1516,0xeee1,0xd6df
0x0517,0x1517,0xf4bb,0xf11b
0x0518,0x1518,0xcee5,0xdfdb
0x0519,0x1519,0xcee1,0xdf7b
0x051a,0x151a,0xeee5,0x72db
0x051b,0x151b,0xe5e1,0xdfdf
0x051c,0x151c,0xf4fb,0xf55b
0x051d,0x151d,0xf4ff,0xfe1f
0x051e,0x151e,0xe5e5,0xd77b
0x051f,0x151f,0xe5c5,0xd6db
0x0520,0x1520,0xdbef,0xd8df
0x0521,0x1521,0xf018,0x176d
0x0522,0x1522,0x1411,0xfbf1
0x0523,0x1523,0x1911,0xfaf1
0x0524,0x1524,0x19d1,0xfae1
0x0525,0x1525,0x14d1,0xe9f1
0x0526,0x1526,0xe2e8,0xd528
0x0527,0x1527,0xf0d8,0x174d
0x0528,0x1528,0xd4f3,0xd9d3
0x0529,0x1529,0xddef,0xd9df
0x052a,0x152a,0xd9f3,0xda13
0x052b,0x152b,0xe6e8,0xd3e8
0x052c,0x152c,0xfad8,0xd31d
0x052d,0x152d,0xfa18,0x121d
0x052e,0x152e,0xe1fa,0xd3ea
0x052f,0x152f,0xe3fa,0xd73a
0x0530,0x1530,0xe2c5,0x7edf
0x0531,0x1531,0xf0ff,0xf71f
0x0532,0x1532,0xff5b,0xbe1f
0x0533,0x1533,0xf0bb,0xbf1f
0x0534,0x1534,0xf0fb,0xbf1b
0x0535,0x1535,0xff1b,0xbe1b
0x0536,0x1536,0xe2e1,0xd5df
0x0537,0x1537,0xfabb,0xf71b
0x0538,0x1538,0xdedb,0x7fdb
0x0539,0x1539,0xde7b,0x7fdf
0x053a,0x153a,0xe2e5,0x7edb
0x053b,0x153b,0xdedf,0xd7df
0x053c,0x153c,0xf75b,0xf51b
0x053d,0x153d,0xff1f,0xf51f
0x053e,0x153e,0xd57b,0xd7db
0x053f,0x153f,0xe6c5,0xd5db
0x0540,0x1540,0x6061,0x3431
0x0541,0x1541,0x8a58,0x5301
0x0542,0x1542,0x0001,0x8881
0x0543,0x1543,0x0a01,0x8981
0x0544,0x1544,0x0a91,0x89a1
0x0545,0x1545,0x0091,0xaa81
0x0546,0x1546,0x3018,0x1161
0x0547,0x1547,0x8a78,0x5391
0x0548,0x1548,0x6a41,0x2031
0x0549,0x1549,0x6a61,0x3c31
0x054a,0x154a,0x6041,0x3421
0x054b,0x154b,0x3a18,0x621d
0x054c,0x154c,0x8078,0x915d
0x054d,0x154d,0x8058,0x065d
0x054e,0x154e,0x3ad8,0x431d
0x054f,0x154f,0x30d8,0x1141
0x0550,0x1550,0x3361,0x3461
0x0551,0x1551,0x8ab8,0xb30f
0x0552,0x1552,0x8301,0x8801
0x0553,0x1553,0x8101,0x8901
0x0554,0x1554,0x8161,0x3401
0x0555,0x1555,0x3101,0x8861
0x0556,0x1556,0x30f8,0xf16f
0x0557,0x1557,0x8af8,0xf10f
0x0558,0x1558,0x3165,0x3805
0x0559,0x1559,0x3161,0x3c61
0x055a,0x155a,0x3105,0x3465
0x055b,0x155b,0x3af8,0x3218
0x055c,0x155c,0x3ab8,0x8618
0x055d,0x155d,0x80b8,0x8658
0x055e,0x155e,0x3afe,0x365e
0x055f,0x155f,0x3abe,0xf16b
0x0560,0x1560,0xdce1,0xd5e1
0x0561,0x1561,0xf938,0xf118
0x0562,0x1562,0xf911,0xfd11
0x0563,0x1563,0xf311,0xf411
0x0564,0x1564,0xf155,0xf415
0x0565,0x1565,0xf455,0xfd15
0x0566,0x1566,0xee2d,0xd6d8
0x0567,0x1567,0xf48e,0xf11e
0x0568,0x1568,0xd5c5,0xd7e5
0x0569,0x1569,0xdee1,0xd7e1
0x056a,0x156a,0xd8c5,0xd5e5
0x056b,0x156b,0xd2d8,0xd1d8
0x056c,0x156c,0xf15e,0xf61e
0x056d,0x156d,0xf318,0xf618
0x056e,0x156e,0xd67e,0xd1de
0x056f,0x156f,0xe5a6,0xd6de
0x0570,0x1570,0xdbe1,0xd6e1
0x0571,0x1571,0xf0f8,0xf768
0x0572,0x1572,0xf711,0xfb11
0x0573,0x1573,0xff11,0xfa11
0x0574,0x1574,0xf755,0xfa15
0x0575,0x1575,0xf715,0xfd55
0x0576,0x1576,0xe2ed,0xd548
0x0577,0x1577,0xfabe,0xf76e
0x0578,0x1578,0xdde5,0xd7c5
0x0579,0x1579,0xdde1,0xdfe1
0x057a,0x157a,0xddc5,0xd6e5
0x057b,0x157b,0xe6ed,0xd3d8
0x057c,0x157c,0xfafe,0xf65e
0x057d,0x157d,0xfaf8,0xf218
0x057e,0x157e,0xe6e6,0xd17e
0x057f,0x157f,0xe6c6,0xd54e
0x0580,0x1580,0x6961,0x3a31
0x0581,0x1581,0xba0f,0x035d
0x0582,0x1582,0x8a81,0x8c81
0x0583,0x1583,0x0401,0x8081
0x0584,0x1584,0x0491,0x80a1
0x0585,0x1585,0x8aa1,0xa081
0x0586,0x1586,0xf06f,0x611d
0x0587,0x1587,0xba9f,0x037d
0x0588,0x1588,0x3021,0x2a31
0x0589,0x1589,0x3031,0x3831
0x058a,0x158a,0x6941,0x3a21
0x058b,0x158b,0x631d,0x661d
0x058c,0x158c,0x017d,0x935d
0x058d,0x158d,0x015d,0x025d
0x058e,0x158e,0x63dd,0x411d
0x058f,0x158f,0xf04f,0x61dd
0x0590,0x1590,0xe2cb,0x7eef
0x0591,0x1591,0xf01f,0x1711
0x0592,0x1592,0x1f55,0x5e11
0x0593,0x1593,0xf05b,0x5f11
0x0594,0x1594,0xf07b,0x5fd1
0x0595,0x1595,0x1f75,0x7f11
0x0596,0x1596,0xe2ef,0xd5ef
0x0597,0x1597,0xf0df,0x17d1
0x0598,0x1598,0xdfb9,0x7fe3
0x0599,0x1599,0xdecb,0x7fef
0x059a,0x159a,0xe3b9,0x7ff3
0x059b,0x159b,0xdeef,0xd7ef
0x059c,0x159c,0x1fd1,0xd711
0x059d,0x159d,0x1f11,0x1511
0x059e,0x159e,0xdff3,0xd7e3
0x059f,0x159f,0xe3f3,0xd7f3
0x05a0,0x15a0,0x390b,0x0361
0x05a1,0x15a1,0x840f,0x0301
0x05a2,0x15a2,0x0305,0x0665
0x05a3,0x15a3,0x890b,0x0165
0x05a4,0x15a4,0x899b,0x0145
0x05a5,0x15a5,0x0395,0x9165
0x05a6,0x15a6,0x396f,0x6161
0x05a7,0x15a7,0x849f,0x0391
0x05a8,0x15a8,0x6395,0x9361
0x05a9,0x15a9,0x6305,0x0261
0x05aa,0x15aa,0x399b,0x0341
0x05ab,0x15ab,0x6361,0x6661
0x05ac,0x15ac,0x0191,0x9301
0x05ad,0x15ad,0x0101,0x0201
0x05ae,0x15ae,0x6341,0x4161
0x05af,0x15af,0x394f,0x6141
0x05b0,0x15b0,0x300b,0x0f61
0x05b1,0x15b1,0x8a0f,0x0f01
0x05b2,0x15b2,0x8a6b,0x0205
0x05b3,0x15b3,0x800b,0x0765
0x05b4,0x15b4,0x809b,0x0745
0x05b5,0x15b5,0x8a4b,0x9305
0x05b6,0x15b6,0x306f,0x6761
0x05b7,0x15b7,0x8a9f,0x0f91
0x05b8,0x15b8,0x804f,0x4305
0x05b9,0x15b9,0x806f,0x6205
0x05ba,0x15ba,0x309b,0x0f41
0x05bb,0x15bb,0x3a6f,0x6261
0x05bc,0x15bc,0x809f,0x9101
0x05bd,0x15bd,0x800f,0x0601
0x05be,0x15be,0x3a4f,0x4361
0x05bf,0x15bf,0x304f,0x6741
0x05c0,0x15c0,0x308b,0x8f6f
0x05c1,0x15c1,0x8a8f,0x8f0f
0x05c2,0x15c2,0x8a3b,0x820b
0x05c3,0x15c3,0x808b,0x876b
0x05c4,0x15c4,0x308f,0x870b
0x05c5,0x15c5,0x8a8b,0x320f
0x05c6,0x15c6,0x303f,0x376f
0x05c7,0x15c7,0x8a3f,0x370f
0x05c8,0x15c8,0x803b,0x326b
0x05c9,0x15c9,0x803f,0x320b
0x05ca,0x15ca,0x303b,0x8f6b
0x05cb,0x15cb,0x3a3f,0x326f
0x05cc,0x15cc,0x3a8f,0x866f
0x05cd,0x15cd,0x808f,0x860f
0x05ce,0x15ce,0x3a3b,0x360b
0x05cf,0x15cf,0x3a8b,0x376b
0x05d0,0x15d0,0x398b,0x836f
0x05d1,0x15d1,0x848f,0x830f
0x05d2,0x15d2,0x830b,0x866b
0x05d3,0x15d3,0x898b,0x816b
0x05d4,0x15d4,0x398f,0x810b
0x05d5,0x15d5,0x330f,0x860b
0x05d6,0x15d6,0x393f,0x316f
0x05d7,0x15d7,0x843f,0x310f
0x05d8,0x15d8,0x336b,0x826b
0x05d9,0x15d9,0x330b,0x826f
0x05da,0x15da,0x393b,0x836b
0x05db,0x15db,0x336f,0x366f
0x05dc,0x15dc,0x816f,0x360f
0x05dd,0x15dd,0x810f,0x820f
0x05de,0x15de,0x310b,0x366b
0x05df,0x15df,0x348b,0x316b
0x05e0,0x15e0,0x3f61,0x3a61
0x05e1,0x15e1,0xba8f,0x8358
0x05e2,0x15e2,0x8a01,0x8c01
0x05e3,0x15e3,0x8701,0x8001
0x05e4,0x15e4,0x8761,0x3a01
0x05e5,0x15e5,0x8a61,0x3801
0x05e6,0x15e6,0xf03f,0x3118
0x05e7,0x15e7,0xba3f,0x3158
0x05e8,0x15e8,0x3a05,0x3865
0x05e9,0x15e9,0x3061,0x3861
0x05ea,0x15ea,0x3705,0x3a65
0x05eb,0x15eb,0x3318,0x3618
0x05ec,0x15ec,0x8118,0x3658
0x05ed,0x15ed,0x8158,0x8258
0x05ee,0x15ee,0x315e,0x361e
0x05ef,0x15ef,0xfa8b,0x311e
0x05f0,0x15f0,0xdcef,0xdddf
0x05f1,0x15f1,0xf968,0x111d
0x05f2,0x15f2,0xf9f1,0xfdf1
0x05f3,0x15f3,0x1011,0xf4f1
0x05f4,0x15f4,0x10d1,0xf4e1
0x05f5,0x15f5,0xf9e1,0xe4f1
0x05f6,0x15f6,0xee28,0xd6e8
0x05f7,0x15f7,0xf948,0x11dd
0x05f8,0x15f8,0xd913,0xd4d3
0x05f9,0x15f9,0xdbdf,0xd4df
0x05fa,0x15fa,0xd0f3,0xd413
0x05fb,0x15fb,0xd2e8,0xd1e8
0x05fc,0x15fc,0x13dd,0xd11d
0x05fd,0x15fd,0x131d,0x161d
0x05fe,0x15fe,0xd3fa,0xd1ea
0x05ff,0x15ff,0xef3a,0xd1fa
0x0600,0x1600,0xdce8,0xdd48
0x0601,0x1601,0xfc1a,0x156c
0x0602,0x1602,0x1a1d,0xfcfd
0x0603,0x1603,0x101d,0xf43d
0x0604,0x1604,0x10dd,0xf42d
0x0605,0x1605,0x1add,0xe0fd
0x0606,0x1606,0xe2fa,0xd53a
0x0607,0x1607,0xec18,0xd56d
0x0608,0x1608,0xdafa,0xd0da
0x0609,0x1609,0xd8e8,0xd0d8
0x060a,0x160a,0xd0fa,0xd46a
0x060b,0x160b,0xe6fa,0x12e8
0x060c,0x160c,0xe818,0x131c
0x060d,0x160d,0xf81a,0x13dc
0x060e,0x160e,0xe6ea,0x12ea
0x060f,0x160f,0xe2ea,0xd52a
0x0610,0x1610,0xdced,0xd52d
0x0611,0x1611,0xfcfa,0xf56a
0x0612,0x1612,0xf11d,0xfc1d
0x0613,0x1613,0xf31d,0xf46d
0x0614,0x1614,0xf156,0xf466
0x0615,0x1615,0xf116,0xf856
0x0616,0x1616,0xe2fc,0xd56a
0x0617,0x1617,0xf8b7,0xf567
0x0618,0x1618,0xd8e6,0xd1c6
0x0619,0x1619,0xd8ed,0xd3ed
0x061a,0x161a,0xd8c6,0xd526
0x061b,0x161b,0xe6fc,0x12d8
0x061c,0x161c,0xf8f7,0xf177
0x061d,0x161d,0xf8fa,0xf3da
0x061e,0x161e,0xe6f4,0x167e
0x061f,0x161f,0xe6b4,0xd567
0x0620,0x1620,0xeef3,0xd6f3
0x0621,0x1621,0xfb59,0x5210
0x0622,0x1622,0xfd13,0x1fd0
0x0623,0x1623,0xfb13,0x1610
0x0624,0x1624,0xeb1f,0xd611
0x0625,0x1625,0xed1f,0x1f10
0x0626,0x1626,0xeeb9,0x72f3
0x0627,0x1627,0xeb5b,0x7211
0x0628,0x1628,0xe5e3,0x1ee3
0x0629,0x1629,0xe5f3,0x1eef
0x062a,0x162a,0xeee3,0xd6e3
0x062b,0x162b,0xcef3,0x1ecb
0x062c,0x162c,0xcb1f,0x1f52
0x062d,0x162d,0xbb13,0x1f72
0x062e,0x162e,0xcee3,0x1ec9
0x062f,0x162f,0xeec9,0x72e3
0x0630,0x1630,0xdb2d,0xd6ed
0x0631,0x1631,0xfb3a,0xf61a
0x0632,0x1632,0xf01d,0xf81d
0x0633,0x1633,0xff6d,0xfa1d
0x0634,0x1634,0xf706,0xfa16
0x0635,0x1635,0xfa56,0xf816
0x0636,0x1636,0xee3c,0xd61a
0x0637,0x1637,0xfd87,0xf617
0x0638,0x1638,0xd6c6,0xd1e6
0x0639,0x1639,0xd2ed,0xd1ed
0x063a,0x163a,0xdda6,0xd6e6
0x063b,0x163b,0xd21a,0x16d8
0x063c,0x163c,0xf657,0xf1d7
0x063d,0x163d,0xf21a,0xf1da
0x063e,0x163e,0xd657,0x16de
0x063f,0x163f,0xe584,0xd617
0x0640,0x1640,0x3c63,0x6560
0x0641,0x1641,0x8c09,0x0562
0x0642,0x1642,0x8c03,0x0190
0x0643,0x1643,0x8803,0x0e00
0x0644,0x1644,0xa80f,0x9e01
0x0645,0x1645,0xac0f,0x0100
0x0646,0x1646,0x3c09,0x0e60
0x0647,0x1647,0xac0b,0x9565
0x0648,0x1648,0x286f,0x6360
0x0649,0x1649,0x3863,0x6340
0x064a,0x164a,0x2c6f,0x4561
0x064b,0x164b,0x8c63,0x6392
0x064c,0x164c,0xa86b,0x0302
0x064d,0x164d,0x8869,0x0392
0x064e,0x164e,0xac6f,0x6302
0x064f,0x164f,0x2c0b,0x9e61
0x0650,0x1650,0x3c33,0x3563
0x0651,0x1651,0x8c89,0x8569
0x0652,0x1652,0x8c83,0x8193
0x0653,0x1653,0x8883,0x8e03
0x0654,0x1654,0x8833,0x3503
0x0655,0x1655,0x3883,0x8143
0x0656,0x1656,0x3c89,0x8e63
0x0657,0x1657,0x3c83,0x8509
0x0658,0x1658,0x3839,0x3199
0x0659,0x1659,0x3833,0x3343
0x065a,0x165a,0x3889,0x3569
0x065b,0x165b,0x8c33,0x3399
0x065c,0x165c,0x8889,0x3393
0x065d,0x165d,0x8839,0x8399
0x065e,0x165e,0x8c39,0x3349
0x065f,0x165f,0x3c39,0x8e69
0x0660,0x1660,0xe2f0,0xd513
0x0661,0x1661,0xfcb9,0xbe13
0x0662,0x1662,0xfe13,0xf7d3
0x0663,0x1663,0xfcf3,0xf513
0x0664,0x1664,0xf8b9,0xf519
0x0665,0x1665,0xf559,0xf7d9
0x0666,0x1666,0xe2b2,0x7e13
0x0667,0x1667,0xfcf9,0xbe19
0x0668,0x1668,0xd559,0x15db
0x0669,0x1669,0xde13,0x15df
0x066a,0x166a,0xe6b2,0xd519
0x066b,0x166b,0xde59,0x5edf
0x066c,0x166c,0xfe19,0xbfd9
0x066d,0x166d,0xfe59,0xbfd3
0x066e,0x166e,0xde19,0x5edb
0x066f,0x166f,0xe2f2,0x7e19
0x0670,0x1670,0xeef0,0xd613
0x0671,0x1671,0xfbb9,0xb213
0x0672,0x1672,0xfdf3,0xffd3
0x0673,0x1673,0xfbf3,0xf613
0x0674,0x1674,0xfdb9,0xf619
0x0675,0x1675,0xfdf9,0xf779
0x0676,0x1676,0xeeb2,0x7213
0x0677,0x1677,0xfbf9,0xb219
0x0678,0x1678,0xe5f2,0x157b
0x0679,0x1679,0xe5f0,0x1edf
0x067a,0x167a,0xe5b2,0xd619
0x067b,0x167b,0xcef0,0x1e7b
0x067c,0x167c,0xbbf9,0xffd9
0x067d,0x167d,0xbbf3,0xff79
0x067e,0x167e,0xcef2,0x1edb
0x067f,0x167f,0xeef2,0x7219
0x0680,0x1680,0x3b63,0x6660
0x0681,0x1681,0x8b09,0x0662
0x0682,0x1682,0x0600,0x0390
0x0683,0x1683,0x8d03,0x0200
0x0684,0x1684,0xad0f,0x9201
0x0685,0x1685,0x9601,0x0300
0x0686,0x1686,0x3b09,0x0260
0x0687,0x1687,0xab0b,0x9665
0x0688,0x1688,0x4261,0x6160
0x0689,0x1689,0x6260,0x6140
0x068a,0x168a,0x2b6f,0x4661
0x068b,0x168b,0x6202,0x0340
0x068c,0x168c,0x9205,0x0162
0x068d,0x168d,0x0202,0x0142
0x068e,0x168e,0x4205,0x0360
0x068f,0x168f,0x2b0b,0x9261
0x0690,0x1690,0xdb28,0xd8d8
0x0691,0x1691,0xfb6a,0x161c
0x0692,0x1692,0xf0fd,0xf8fd
0x0693,0x1693,0x196d,0xfafd
0x0694,0x1694,0x194d,0xfaed
0x0695,0x1695,0xf0ed,0xeafd
0x0696,0x1696,0xee3a,0xd6fa
0x0697,0x1697,0xeb68,0xd61d
0x0698,0x1698,0xd01a,0xdada
0x0699,0x1699,0xdcd8,0xdad8
0x069a,0x169a,0xd93a,0xda1a
0x069b,0x169b,0xd2fa,0x16e8
0x069c,0x169c,0xd21d,0x111c
0x069d,0x169d,0x121c,0x11dc
0x069e,0x169e,0xd2ea,0x16ea
0x069f,0x169f,0xee2a,0xd6ea
0x06a0,0x16a0,0x1061,0x3afd
0x06a1,0x16a1,0xb803,0x025c
0x06a2,0x16a2,0x8abd,0x8cbd
0x06a3,0x16a3,0x5a01,0x80bd
0x06a4,0x16a4,0x5a91,0x80cd
0x06a5,0x16a5,0x8acd,0xa0bd
0x06a6,0x16a6,0xfc63,0x661c
0x06a7,0x16a7,0xc80f,0x925d
0x06a8,0x16a8,0x30ed,0x2afd
0x06a9,0x16a9,0x30fd,0x38fd
0x06aa,0x16aa,0x1041,0x3aed
0x06ab,0x16ab,0x621c,0x61dc
0x06ac,0x16ac,0x965d,0x035c
0x06ad,0x16ad,0x065c,0x037c
0x06ae,0x16ae,0x421d,0x611c
0x06af,0x16af,0xec6f,0x461d
0x06b0,0x16b0,0x601d,0xfa31
0x06b1,0x16b1,0x885a,0x5200
0x06b2,0x16b2,0x005d,0x88bd
0x06b3,0x16b3,0x0a5d,0xb081
0x06b4,0x16b4,0x0a7d,0xb0a1
0x06b5,0x16b5,0x007d,0xaabd
0x06b6,0x16b6,0x3c1a,0x1660
0x06b7,0x16b7,0xa858,0x7201
0x06b8,0x16b8,0x6add,0x20fd
0x06b9,0x16b9,0x6a1d,0x3cfd
0x06ba,0x16ba,0x60dd,0xfa21
0x06bb,0x16bb,0x381a,0x63dc
0x06bc,0x16bc,0xac58,0x015c
0x06bd,0x16bd,0x8c5a,0x017c
0x06be,0x16be,0x2818,0x631c
0x06bf,0x16bf,0x2c18,0xd661
0x06c0,0x16c0,0x331d,0xfa61
0x06c1,0x16c1,0x88ba,0xb203
0x06c2,0x16c2,0x835d,0x885d
0x06c3,0x16c3,0x815d,0xb001
0x06c4,0x16c4,0x811d,0xfa01
0x06c5,0x16c5,0x315d,0x881d
0x06c6,0x16c6,0x3cfa,0xf663
0x06c7,0x16c7,0x88fa,0xf603
0x06c8,0x16c8,0x3116,0x3856
0x06c9,0x16c9,0x311d,0x3c1d
0x06ca,0x16ca,0x3156,0xfa65
0x06cb,0x16cb,0x38fa,0x33da
0x06cc,0x16cc,0x38ba,0x81da
0x06cd,0x16cd,0x8cba,0x817a
0x06ce,0x16ce,0x38f7,0x3177
0x06cf,0x16cf,0x38b7,0xf669
0x06d0,0x16d0,0xf361,0x3a1d
0x06d1,0x16d1,0xb883,0x825a
0x06d2,0x16d2,0x8a5d,0x8c5d
0x06d3,0x16d3,0xb101,0x805d
0x06d4,0x16d4,0xb161,0x3a5d
0x06d5,0x16d5,0x8a1d,0x385d
0x06d6,0x16d6,0xfc33,0x361a
0x06d7,0x16d7,0xb833,0x365a
0x06d8,0x16d8,0x3a56,0x3816
0x06d9,0x16d9,0x301d,0x381d
0x06da,0x16da,0xf105,0x3a16
0x06db,0x16db,0x321a,0x31da
0x06dc,0x16dc,0x861a,0x317a
0x06dd,0x16dd,0x865a,0x837a
0x06de,0x16de,0x3657,0x31d7
0x06df,0x16df,0xf889,0x3617
0x06e0,0x16e0,0x3b33,0x3663
0x06e1,0x16e1,0x8b89,0x8669
0x06e2,0x16e2,0x8603,0x8393
0x06e3,0x16e3,0x8d83,0x8203
0x06e4,0x16e4,0x8d33,0x3603
0x06e5,0x16e5,0x8663,0x3193
0x06e6,0x16e6,0x3b89,0x8263
0x06e7,0x16e7,0x3b83,0x8609
0x06e8,0x16e8,0x3609,0x3149
0x06e9,0x16e9,0x3263,0x3143
0x06ea,0x16ea,0x3d89,0x3669
0x06eb,0x16eb,0x3209,0x8343
0x06ec,0x16ec,0x3203,0x8199
0x06ed,0x16ed,0x8209,0x8149
0x06ee,0x16ee,0x3269,0x8349
0x06ef,0x16ef,0x3b39,0x8269
0x06f0,0x16f0,0xe2f3,0xd5f3
0x06f1,0x16f1,0xfc59,0x5e10
0x06f2,0x16f2,0x1e10,0x17d0
0x06f3,0x16f3,0xfc13,0x1510
0x06f4,0x16f4,0xec1f,0xd511
0x06f5,0x16f5,0xde11,0x1710
0x06f6,0x16f6,0xe2b9,0x7ef3
0x06f7,0x16f7,0xec5b,0x7e11
0x06f8,0x16f8,0xdee3,0x15e3
0x06f9,0x16f9,0xdef3,0x15ef
0x06fa,0x16fa,0xe2e3,0xd5e3
0x06fb,0x16fb,0xdeb9,0x5eef
0x06fc,0x16fc,0xde55,0x5f10
0x06fd,0x16fd,0x1e52,0x5fd0
0x06fe,0x16fe,0xdec9,0x5ee3
0x06ff,0x16ff,0xe2c9,0x7ee3
0x0700,0x1700,0xa69d,0xcc9d
0x0701,0x1701,0x2c3a,0xe66a
0x0702,0x1702,0x264d,0x204d
0x0703,0x1703,0x224d,0xe84d
0x0704,0x1704,0x236c,0xea6c
0x0705,0x1705,0x216c,0x204c
0x0706,0x1706,0xa88a,0xc20a
0x0707,0x1707,0x2c2a,0xe64a
0x0708,0x1708,0xa30c,0xaa9c
0x0709,0x1709,0xa29d,0xaa9d
0x070a,0x170a,0xa10c,0xc00c
0x070b,0x170b,0xac8a,0x8698
0x070c,0x170c,0x282a,0x324a
0x070d,0x170d,0x283a,0x3248
0x070e,0x170e,0xacaa,0x869a
0x070f,0x170f,0xa8aa,0xc29a
0x0710,0x1710,0xa64d,0xe89d
0x0711,0x1711,0x2887,0xe667
0x0712,0x1712,0x2646,0x2a96
0x0713,0x1713,0x2696,0xe846
0x0714,0x1714,0x231c,0xea60
0x0715,0x1715,0x211c,0x20dc
0x0716,0x1716,0xa83a,0xe60a
0x0717,0x1717,0x2cea,0xe643
0x0718,0x1718,0xa35c,0xaa7c
0x0719,0x1719,0x269d,0xaa4d
0x071a,0x171a,0xa15c,0xc000
0x071b,0x171b,0x288a,0x8648
0x071c,0x171c,0x28ea,0x32da
0x071d,0x171d,0x2837,0x369e
0x071e,0x171e,0xacca,0x867a
0x071f,0x171f,0xa8ca,0xc293
0x0720,0x1720,0xadba,0xae0a
0x0721,0x1721,0x2bb7,0xae6a
0x0722,0x1722,0x2dfa,0x3ed8
0x0723,0x1723,0x2bfa,0x256a
0x0724,0x1724,0x2bea,0x254a
0x0725,0x1725,0x2dea,0x3eda
0x0726,0x1726,0xabb7,0xa567
0x0727,0x1727,0x2bc7,0xae4a
0x0728,0x1728,0xabca,0x857a
0x0729,0x1729,0xabba,0x8578
0x072a,0x172a,0xadca,0xae9a
0x072b,0x172b,0xadf7,0x8e7e
0x072c,0x172c,0xabea,0x3e77
0x072d,0x172d,0xabfa,0x3e7e
0x072e,0x172e,0xade7,0x8e77
0x072f,0x172f,0xabc7,0xa547
0x0730,0x1730,0xc64d,0x289d
0x0731,0x1731,0xe887,0x2667
0x0732,0x1732,0x2896,0x2a46
0x0733,0x1733,0xe696,0x2846
0x0734,0x1734,0xe360,0x2a1c
0x0735,0x1735,0x201c,0x2adc
0x0736,0x1736,0xc83a,0x260a
0x0737,0x1737,0xec23,0x26da
0x0738,0x1738,0xaa5c,0xa07c
0x0739,0x1739,0xa84d,0x2a9d
0x073a,0x173a,0xc100,0xa05c
0x073b,0x173b,0xa66a,0x3698
0x073c,0x173c,0x22da,0x36da
0x073d,0x173d,0x2607,0x364e
0x073e,0x173e,0xa67a,0x827a
0x073f,0x173f,0xc8a3,0xa27a
0x0740,0x1740,0x2efc,0x456a
0x0741,0x1741,0xeb89,0xae13
0x0742,0x1742,0xed33,0xfe4f
0x0743,0x1743,0xeb33,0x2513
0x0744,0x1744,0xeb23,0x25d3
0x0745,0x1745,0xed23,0xfe43
0x0746,0x1746,0x2eb4,0x9e6a
0x0747,0x1747,0xeba9,0xaed3
0x0748,0x1748,0x25ec,0x6eda
0x0749,0x1749,0x25fc,0x6ed8
0x074a,0x174a,0x2eec,0x454a
0x074b,0x174b,0xaefc,0x6e7e
0x074c,0x174c,0xcb23,0xfe99
0x074d,0x174d,0xcb33,0xfe9b
0x074e,0x174e,0xaeec,0x6e77
0x074f,0x174f,0x2ec4,0x9e4a
