Plaintext,Ciphertext
0x09b3,0xfe18
0x09b4,0xfe88
0x09b5,0xff88
0x09b6,0xa968
0x09b7,0x5ae8
0x09b8,0x1f15
0x09b9,0x23d8
0x09ba,0x1e15
0x09bb,0xab68
0x09bc,0x5de8
0x09bd,0x5d58
0x09be,0xcd55
0x09bf,0xca55
0x09c0,0xc1d8
0x09c1,0x156a
0x09c2,0x1568
0x09c3,0x1768
0x09c4,0x17d8
0x09c5,0x15d8
0x09c6,0xc8da
0x09c7,0x15da
0x09c8,0xc563
0x09c9,0xc8d8
0x09ca,0xc763
0x09cb,0xc1ca
0x09cc,0x17ca
0x09cd,0x174a
0x09ce,0xc742
0x09cf,0xc562
0x09d0,0x1260
0x09d1,0xfab3
0x09d2,0xffb8
0x09d3,0xfeb8
0x09d4,0xfef8
0x09d5,0xfff8
0x09d6,0x1966
0x09d7,0x5ab8
0x09d8,0x13d0
0x09d9,0x1360
0x09da,0x12d0
0x09db,0x1b66
0x09dc,0x5db8
0x09dd,0xfdb3
0x09de,0xcb60
0x09df,0xc960
0x09e0,0x21e0
0x09e1,0xf65a
0x09e2,0xf558
0x09e3,0xf458
0x09e4,0x5058
0x09e5,0xf518
0x09e6,0x28e9
0x09e7,0x5c5a
0x09e8,0x2c80
0x09e9,0x2ce0
0x09ea,0xa7e0
0x09eb,0x2079
0x09ec,0xf70a
0x09ed,0xf72a
0x09ee,0x20a9
0x09ef,0xa5e9
0x09f0,0x27e0
0x09f1,0xfc5a
0x09f2,0xfc58
0x09f3,0xf058
0x09f4,0xf018
0x09f5,0xfc18
0x09f6,0x25e9
0x09f7,0xfc1a
0x09f8,0x2580
0x09f9,0x25e0
0x09fa,0x2780
0x09fb,0x2779
0x09fc,0xf00a
0x09fd,0xf02a
0x09fe,0x27a9
0x09ff,0x2589
0x0a00,0x1ec0
0x0a01,0x5998
0x0a02,0x5298
0x0a03,0xf238
0x0a04,0xf298
0x0a05,0xf998
0x0a06,0xca40
0x0a07,0xf993
0x0a08,0x1a40
0x0a09,0xce40
0x0a0a,0x1e40
0x0a0b,0x1e46
0x0a0c,0xf233
0x0a0d,0xf293
0x0a0e,0x1ec6
0x0a0f,0x1a46
0x0a10,0x2edb
0x0a11,0xca58
0x0a12,0xce58
0x0a13,0x1e18
0x0a14,0x1e38
0x0a15,0xce98
0x0a16,0xaa6b
0x0a17,0xca98
0x0a18,0xce45
0x0a19,0xae6b
0x0a1a,0x1ec5
0x0a1b,0x2e6f
0x0a1c,0x1e93
0x0a1d,0x1e53
0x0a1e,0x1e41
0x0a1f,0xca45
0x0a20,0xce73
0x0a21,0xca78
0x0a22,0xce78
0x0a23,0x1ea8
0x0a24,0x1e78
0x0a25,0x1a78
0x0a26,0xcaa3
0x0a27,0x1a73
0x0a28,0xcea8
0x0a29,0xcea3
0x0a2a,0xcaa8
0x0a2b,0x1aa3
0x0a2c,0x1ea3
0x0a2d,0x1e73
0x0a2e,0x1aa8
0x0a2f,0xca73
0x0a30,0xae73
0x0a31,0xaa78
0x0a32,0x0e88
0x0a33,0x2ea8
0x0a34,0x2e78
0x0a35,0x0ee8
0x0a36,0xaaa3
0x0a37,0x2a73
0x0a38,0xba88
0x0a39,0xbee3
0x0a3a,0xaaa8
0x0a3b,0xba83
0x0a3c,0x0ae3
0x0a3d,0xbae8
0x0a3e,0xbae3
0x0a3f,0xaa73
0x0a40,0xc043
0x0a41,0x8cd8
0x0a42,0xc048
0x0a43,0x10c8
0x0a44,0x1048
0x0a45,0x1448
0x0a46,0xec63
0x0a47,0x8c68
0x0a48,0xc0c8
0x0a49,0xc0c3
0x0a4a,0xc4c8
0x0a4b,0xecd3
0x0a4c,0x8668
0x0a4d,0xec68
0x0a4e,0xecd8
0x0a4f,0xe6d8
0x0a50,0xcee1
0x0a51,0x1f87
0x0a52,0xcee5
0x0a53,0x1e85
0x0a54,0x10cb
0x0a55,0xc04b
0x0a56,0xcfed
0x0a57,0x8cdb
0x0a58,0xc0cf
0x0a59,0xce81
0x0a5a,0xc04f
0x0a5b,0xcf8d
0x0a5c,0xec6b
0x0a5d,0xcfe7
0x0a5e,0xecdf
0x0a5f,0xec6f
0x0a60,0xc073
0x0a61,0x8c88
0x0a62,0x8088
0x0a63,0x10a8
0x0a64,0x1078
0x0a65,0x80e8
0x0a66,0xece3
0x0a67,0x8ce8
0x0a68,0xe488
0x0a69,0xe0e3
0x0a6a,0xc4a8
0x0a6b,0xc0e2
0x0a6c,0x10ea
0x0a6d,0x108a
0x0a6e,0xc48a
0x0a6f,0xe688
0x0a70,0xce6f
0x0a71,0xca6b
0x0a72,0xce6b
0x0a73,0x1edb
0x0a74,0x1eab
0x0a75,0xce7b
0x0a76,0xcadf
0x0a77,0xca7b
0x0a78,0xceaf
0x0a79,0xcedf
0x0a7a,0xce7f
0x0a7b,0x1adf
0x0a7c,0x1e7f
0x0a7d,0x1e6f
0x0a7e,0x1aaf
0x0a7f,0xcaaf
0x0a80,0x10c0
0x0a81,0xd5f8
0x0a82,0xd7f8
0x0a83,0xf738
0x0a84,0xf798
0x0a85,0xd7b8
0x0a86,0x8cd0
0x0a87,0xd5b8
0x0a88,0x8060
0x0a89,0x80d0
0x0a8a,0x1040
0x0a8b,0x10d9
0x0a8c,0xf7ba
0x0a8d,0xf7fa
0x0a8e,0x1069
0x0a8f,0x8c60
0x0a90,0x20a0
0x0a91,0xd518
0x0a92,0x5728
0x0a93,0xf708
0x0a94,0xf728
0x0a95,0xf128
0x0a96,0x0c80
0x0a97,0xd558
0x0a98,0x2470
0x0a99,0xa070
0x0a9a,0x2070
0x0a9b,0xbce0
0x0a9c,0xd858
0x0a9d,0x9558
0x0a9e,0x06e0
0x0a9f,0x0ce0
0x0aa0,0xaee1
0x0aa1,0xaae5
0x0aa2,0x2f85
0x0aa3,0x2e85
0x0aa4,0x2eab
0x0aa5,0x0e8b
0x0aa6,0xaa81
0x0aa7,0xaa7b
0x0aa8,0xbeef
0x0aa9,0xafe1
0x0aaa,0xae7f
0x0aab,0xad81
0x0aac,0xbaeb
0x0aad,0xade5
0x0aae,0xba8f
0x0aaf,0xaaaf
0x0ab0,0x20c8
0x0ab1,0x6998
0x0ab2,0x32f8
0x0ab3,0x4238
0x0ab4,0x4298
0x0ab5,0x32b8
0x0ab6,0xa448
0x0ab7,0x4993
0x0ab8,0x0068
0x0ab9,0x00d8
0x0aba,0x2048
0x0abb,0xb468
0x0abc,0x39b3
0x0abd,0x79b8
0x0abe,0x0463
0x0abf,0x2443
0x0ac0,0xc0e1
0x0ac1,0x1c87
0x0ac2,0x1c85
0x0ac3,0x1085
0x0ac4,0x10ab
0x0ac5,0x808b
0x0ac6,0xcced
0x0ac7,0x8c8b
0x0ac8,0xe0ef
0x0ac9,0xcce1
0x0aca,0xc07f
0x0acb,0xc07d
0x0acc,0x108c
0x0acd,0x10a7
0x0ace,0xc0ee
0x0acf,0xecef
0x0ad0,0x208b
0x0ad1,0xaab0
0x0ad2,0x2ff0
0x0ad3,0x2ef0
0x0ad4,0x2e38
0x0ad5,0x0ef8
0x0ad6,0xa4eb
0x0ad7,0xaa98
0x0ad8,0x00db
0x0ad9,0x2c8b
0x0ada,0x20cb
0x0adb,0xa6eb
0x0adc,0xbab8
0x0add,0xadb0
0x0ade,0xb46b
0x0adf,0xa44b
0x0ae0,0x20d5
0x0ae1,0x1ff9
0x0ae2,0xceb0
0x0ae3,0x1ef0
0x0ae4,0x1008
0x0ae5,0xc028
0x0ae6,0x2cd7
0x0ae7,0x8c18
0x0ae8,0xa075
0x0ae9,0xa065
0x0aea,0x20a5
0x0aeb,0xac67
0x0aec,0xec58
0x0aed,0xcfb9
0x0aee,0xbce5
0x0aef,0x0c85
0x0af0,0x2ed5
0x0af1,0x1cf9
0x0af2,0x1cf0
0x0af3,0x10f0
0x0af4,0x1038
0x0af5,0x80f8
0x0af6,0x2fd7
0x0af7,0x8cf8
0x0af8,0x80d5
0x0af9,0x2fd5
0x0afa,0x10c5
0x0afb,0x2ec7
0x0afc,0x10fa
0x0afd,0x1039
0x0afe,0x10d7
0x0aff,0x8cd5
0x0b00,0x2ed8
0x0b01,0x5958
0x0b02,0x5258
0x0b03,0xf218
0x0b04,0x1ef8
0x0b05,0xceb8
0x0b06,0xaa68
0x0b07,0xcab8
0x0b08,0xce65
0x0b09,0xae68
0x0b0a,0x1ed5
0x0b0b,0x2e63
0x0b0c,0x1eb3
0x0b0d,0xf253
0x0b0e,0x1e61
0x0b0f,0xca65
0x0b10,0x1e60
0x0b11,0xf9b3
0x0b12,0xf9b8
0x0b13,0xf2b8
0x0b14,0xf2f8
0x0b15,0x52b8
0x0b16,0x1a66
0x0b17,0x59b8
0x0b18,0xce60
0x0b19,0x1a60
0x0b1a,0x1ed0
0x0b1b,0x1ed6
0x0b1c,0xf2b3
0x0b1d,0xf2f3
0x0b1e,0x1e66
0x0b1f,0xca60
0x0b20,0xce63
0x0b21,0xca68
0x0b22,0xce68
0x0b23,0x1ed8
0x0b24,0x1e8b
0x0b25,0xceeb
0x0b26,0xcad3
0x0b27,0xcaeb
0x0b28,0xce8f
0x0b29,0xced3
0x0b2a,0xceef
0x0b2b,0x1ad3
0x0b2c,0x1eef
0x0b2d,0x1e63
0x0b2e,0x1a8f
0x0b2f,0xca8f
0x0b30,0xaee6
0x0b31,0xaae0
0x0b32,0x2f80
0x0b33,0x2e80
0x0b34,0x2e8b
0x0b35,0x2f8b
0x0b36,0xaa86
0x0b37,0xaaeb
0x0b38,0xafef
0x0b39,0xafe6
0x0b3a,0xaeef
0x0b3b,0xad86
0x0b3c,0xadeb
0x0b3d,0xade0
0x0b3e,0xad8f
0x0b3f,0xaa8f
0x0b40,0xcee6
0x0b41,0x1f89
0x0b42,0xcee0
0x0b43,0x1e80
0x0b44,0x10db
0x0b45,0xc06b
0x0b46,0xcfe4
0x0b47,0x1cdc
0x0b48,0xc0df
0x0b49,0xce86
0x0b4a,0xc06f
0x0b4b,0xcf84
0x0b4c,0xcc6c
0x0b4d,0xcfe9
0x0b4e,0xccde
0x0b4f,0xcc6e
0x0b50,0xc4d8
0x0b51,0x1c6a
0x0b52,0x1468
0x0b53,0x1068
0x0b54,0x10d8
0x0b55,0xc068
0x0b56,0xc6da
0x0b57,0x1cda
0x0b58,0xc0d3
0x0b59,0xc0d8
0x0b5a,0xc063
0x0b5b,0xccda
0x0b5c,0xcc6a
0x0b5d,0x166a
0x0b5e,0xccd2
0x0b5f,0xcc62
0x0b60,0xc0e6
0x0b61,0x1c89
0x0b62,0x1c80
0x0b63,0x1080
0x0b64,0x108b
0x0b65,0x1c8b
0x0b66,0xcce4
0x0b67,0x1c8c
0x0b68,0xccef
0x0b69,0xcce6
0x0b6a,0xc0ef
0x0b6b,0xc074
0x0b6c,0x10ac
0x0b6d,0x10a9
0x0b6e,0xc07e
0x0b6f,0xccee
0x0b70,0xca88
0x0b71,0x1ae3
0x0b72,0x1ae8
0x0b73,0x1ee8
0x0b74,0x1e88
0x0b75,0xcee8
0x0b76,0xcae3
0x0b77,0xcae8
0x0b78,0xce83
0x0b79,0xce88
0x0b7a,0xcee3
0x0b7b,0x1a88
0x0b7c,0x1ee3
0x0b7d,0x1e83
0x0b7e,0x1a83
0x0b7f,0xca83
0x0b80,0x2ed0
0x0b81,0xf5f9
0x0b82,0xf5f0
0x0b83,0xf7f0
0x0b84,0x10f8
0x0b85,0x1cf8
0x0b86,0x2fd9
0x0b87,0x1cfa
0x0b88,0x1cd5
0x0b89,0x2fd0
0x0b8a,0x10d5
0x0b8b,0x2ec9
0x0b8c,0x103a
0x0b8d,0xf739
0x0b8e,0x10c7
0x0b8f,0x1cd7
0x0b90,0x20d0
0x0b91,0xf3f9
0x0b92,0x52b0
0x0b93,0xf2f0
0x0b94,0x1018
0x0b95,0xc058
0x0b96,0x2cd9
0x0b97,0x1c1a
0x0b98,0xa0e5
0x0b99,0xa060
0x0b9a,0x2085
0x0b9b,0xac69
0x0b9c,0xcc5a
0x0b9d,0x53b9
0x0b9e,0xace7
0x0b9f,0x2c87
0x0ba0,0xaa88
0x0ba1,0x2ae3
0x0ba2,0x2fe8
0x0ba3,0x2ee8
0x0ba4,0x2e88
0x0ba5,0x2f88
0x0ba6,0xaae3
0x0ba7,0xaae8
0x0ba8,0xafe3
0x0ba9,0xad88
0x0baa,0xaee3
0x0bab,0xade3
0x0bac,0xade8
0x0bad,0x2de3
0x0bae,0xad83
0x0baf,0xaa83
0x0bb0,0x2088
0x0bb1,0x69b0
0x0bb2,0x43f0
0x0bb3,0x42f0
0x0bb4,0x2ef8
0x0bb5,0x2ff8
0x0bb6,0xa4e8
0x0bb7,0xaab8
0x0bb8,0x2cdb
0x0bb9,0x2c88
0x0bba,0x20db
0x0bbb,0xa6e8
0x0bbc,0xadb8
0x0bbd,0x6bb0
0x0bbe,0xa66b
0x0bbf,0xa46b
0x0bc0,0xc488
0x0bc1,0x1cea
0x0bc2,0x1ce8
0x0bc3,0x10e8
0x0bc4,0x1088
0x0bc5,0x1c88
0x0bc6,0xc68a
0x0bc7,0x1c8a
0x0bc8,0xcce3
0x0bc9,0xc688
0x0bca,0xc0e3
0x0bcb,0xc4aa
0x0bcc,0x10aa
0x0bcd,0x107a
0x0bce,0xc072
0x0bcf,0xcce2
0x0bd0,0x2068
0x0bd1,0x49b3
0x0bd2,0x43b8
0x0bd3,0x42b8
0x0bd4,0x42f8
0x0bd5,0x43f8
0x0bd6,0x2463
0x0bd7,0x69b8
0x0bd8,0x2cd8
0x0bd9,0x2c68
0x0bda,0x20d8
0x0bdb,0x2663
0x0bdc,0x6bb8
0x0bdd,0x4bb3
0x0bde,0xa668
0x0bdf,0xa468
0x0be0,0x20e0
0x0be1,0xf55a
0x0be2,0xf158
0x0be3,0xf758
0x0be4,0xf718
0x0be5,0x5758
0x0be6,0x2ce9
0x0be7,0xf51a
0x0be8,0xa0e0
0x0be9,0x24e0
0x0bea,0x2080
0x0beb,0x26e9
0x0bec,0x555a
0x0bed,0xf85a
0x0bee,0xace9
0x0bef,0x2c89
0x0bf0,0x1060
0x0bf1,0xf5ba
0x0bf2,0xf5b8
0x0bf3,0xf7b8
0x0bf4,0xf7f8
0x0bf5,0xf5f8
0x0bf6,0x1c69
0x0bf7,0xf5fa
0x0bf8,0x1cd0
0x0bf9,0x1c60
0x0bfa,0x10d0
0x0bfb,0x1049
0x0bfc,0xf73a
0x0bfd,0xf79a
0x0bfe,0x10c9
0x0bff,0x1cd9
0x0c00,0x225f
0x0c01,0x5f5a
0x0c02,0x5d6b
0x0c03,0xf25f
0x0c04,0x12b3
0x0c05,0x5dbb
0x0c06,0xa36a
0x0c07,0x5fea
0x0c08,0x5b65
0x0c09,0x6b68
0x0c0a,0x1261
0x0c0b,0x2eca
0x0c0c,0x1e3a
0x0c0d,0xf20a
0x0c0e,0x1ec7
0x0c0f,0xcf57
0x0c10,0x1211
0x0c11,0xfdba
0x0c12,0xfdef
0x0c13,0xf2ff
0x0c14,0xf2bf
0x0c15,0x5deb
0x0c16,0x1b69
0x0c17,0x5fba
0x0c18,0x5b60
0x0c19,0xfb66
0x0c1a,0x1251
0x0c1b,0x1e49
0x0c1c,0xf23a
0x0c1d,0xf29a
0x0c1e,0x1ec9
0x0c1f,0xc369
0x0c20,0x191f
0x0c21,0xc36a
0x0c22,0x5b68
0x0c23,0x125f
0x0c24,0x12ef
0x0c25,0x5beb
0x0c26,0xc3d2
0x0c27,0xcfbc
0x0c28,0x5b8f
0x0c29,0x5bd3
0x0c2a,0x198f
0x0c2b,0xce42
0x0c2c,0x1eac
0x0c2d,0x1eca
0x0c2e,0xce7e
0x0c2f,0xcffe
0x0c30,0xc91f
0x0c31,0x13da
0x0c32,0xcb5b
0x0c33,0xc95b
0x0c34,0xc9eb
0x0c35,0xcbeb
0x0c36,0xc362
0x0c37,0x1ffc
0x0c38,0xcb8f
0x0c39,0xcb1f
0x0c3a,0xc98f
0x0c3b,0xc242
0x0c3c,0x1e3c
0x0c3d,0x12ca
0x0c3e,0xce9e
0x0c3f,0xcfbe
0x0c40,0xc21f
0x0c41,0xc35c
0x0c42,0xf3d8
0x0c43,0xc25b
0x0c44,0xc2eb
0x0c45,0xf38b
0x0c46,0xc31e
0x0c47,0xc3ec
0x0c48,0x53ef
0x0c49,0x5363
0x0c4a,0xc28f
0x0c4b,0x5242
0x0c4c,0xf2ac
0x0c4d,0xf2ca
0x0c4e,0x527e
0x0c4f,0xc38e
0x0c50,0xc2fb
0x0c51,0x1bbc
0x0c52,0xf3e8
0x0c53,0x19bb
0x0c54,0xc2bb
0x0c55,0xf388
0x0c56,0xc3fc
0x0c57,0xc3bc
0x0c58,0x53e3
0x0c59,0x5b88
0x0c5a,0xc2ff
0x0c5b,0x59aa
0x0c5c,0xf2aa
0x0c5d,0xf27a
0x0c5e,0x5272
0x0c5f,0xc3fe
0x0c60,0xc25f
0x0c61,0x131c
0x0c62,0x131b
0x0c63,0x121b
0x0c64,0x128b
0x0c65,0x138b
0x0c66,0xc35e
0x0c67,0x138c
0x0c68,0xc3ef
0x0c69,0xc35f
0x0c6a,0xc2ef
0x0c6b,0xc22e
0x0c6c,0x12ac
0x0c6d,0x120c
0x0c6e,0xc27e
0x0c6f,0xc3ee
0x0c70,0x19fb
0x0c71,0x1bea
0x0c72,0xfbe3
0x0c73,0x12ff
0x0c74,0x12bf
0x0c75,0x5be8
0x0c76,0xc38a
0x0c77,0xc3ea
0x0c78,0x5b83
0x0c79,0x5be3
0x0c7a,0x19ff
0x0c7b,0xcaaa
0x0c7c,0x1eaa
0x0c7d,0x1e7a
0x0c7e,0xce72
0x0c7f,0xc382
0x0c80,0x221b
0x0c81,0xf31c
0x0c82,0xf31b
0x0c83,0xf21b
0x0c84,0x12f8
0x0c85,0x13f8
0x0c86,0x231c
0x0c87,0x13fa
0x0c88,0x13d5
0x0c89,0x231b
0x0c8a,0x12d5
0x0c8b,0x220c
0x0c8c,0x123a
0x0c8d,0xf20c
0x0c8e,0x12c7
0x0c8f,0x13d7
0x0c90,0xa25b
0x0c91,0x535c
0x0c92,0xffdb
0x0c93,0x525b
0x0c94,0xc2b8
0x0c95,0xfffb
0x0c96,0xa35c
0x0c97,0xc3ba
0x0c98,0xf3d5
0x0c99,0x43d8
0x0c9a,0xc265
0x0c9b,0x42ca
0x0c9c,0xfe3c
0x0c9d,0xfecc
0x0c9e,0xf2c7
0x0c9f,0xc367
0x0ca0,0xc9bf
0x0ca1,0x13ea
0x0ca2,0x1bbf
0x0ca3,0x19bf
0x0ca4,0xc9bb
0x0ca5,0xcbbb
0x0ca6,0xcb8a
0x0ca7,0x138a
0x0ca8,0xcbff
0x0ca9,0xcbbf
0x0caa,0xc9ff
0x0cab,0xc9aa
0x0cac,0x12aa
0x0cad,0x127a
0x0cae,0xc272
0x0caf,0xc3e2
0x0cb0,0xa95b
0x0cb1,0xff1a
0x0cb2,0x5b5b
0x0cb3,0x595b
0x0cb4,0xc9b8
0x0cb5,0xcbb8
0x0cb6,0x23da
0x0cb7,0xff8a
0x0cb8,0xcb65
0x0cb9,0xab5b
0x0cba,0xc965
0x0cbb,0x22ca
0x0cbc,0xfeaa
0x0cbd,0xfe0a
0x0cbe,0x1e07
0x0cbf,0x1f17
0x0cc0,0xc9fb
0x0cc1,0x13bc
0x0cc2,0x13bb
0x0cc3,0x12bb
0x0cc4,0x12fb
0x0cc5,0x13fb
0x0cc6,0xcbfc
0x0cc7,0x13fc
0x0cc8,0xc3bf
0x0cc9,0xcbfb
0x0cca,0xc2bf
0x0ccb,0xc93c
0x0ccc,0x123c
0x0ccd,0x129c
0x0cce,0xc29e
0x0ccf,0xc3be
0x0cd0,0x1951
0x0cd1,0xffba
0x0cd2,0xfbbf
0x0cd3,0xf9bf
0x0cd4,0x59bb
0x0cd5,0x5bbb
0x0cd6,0x1369
0x0cd7,0xfffa
0x0cd8,0xcb55
0x0cd9,0x1b51
0x0cda,0xc955
0x0cdb,0x1249
0x0cdc,0xfe3a
0x0cdd,0xfe9a
0x0cde,0x12c9
0x0cdf,0x13d9
0x0ce0,0x1955
0x0ce1,0xfbbc
0x0ce2,0xffeb
0x0ce3,0xf9bb
0x0ce4,0x52bb
0x0ce5,0xff8b
0x0ce6,0x1b57
0x0ce7,0x53bc
0x0ce8,0xf3d0
0x0ce9,0xf360
0x0cea,0xc255
0x0ceb,0xf249
0x0cec,0xfeac
0x0ced,0xfe7c
0x0cee,0xf2c9
0x0cef,0xc357
0x0cf0,0x1255
0x0cf1,0xf3bc
0x0cf2,0xf3bb
0x0cf3,0xf2bb
0x0cf4,0xf2fb
0x0cf5,0xf3fb
0x0cf6,0x1357
0x0cf7,0xf3fc
0x0cf8,0x1315
0x0cf9,0x1355
0x0cfa,0x1215
0x0cfb,0x1227
0x0cfc,0xf23c
0x0cfd,0xf29c
0x0cfe,0x1207
0x0cff,0x1317
0x0d00,0x6968
0x0d01,0xf31a
0x0d02,0xfe6f
0x0d03,0x5a6b
0x0d04,0x5abb
0x0d05,0xfebf
0x0d06,0x2fda
0x0d07,0x1ffa
0x0d08,0xf261
0x0d09,0x4263
0x0d0a,0x5965
0x0d0b,0xaf6a
0x0d0c,0xcfba
0x0d0d,0x535a
0x0d0e,0xcf67
0x0d0f,0x1fd7
0x0d10,0xf966
0x0d11,0xf3ba
0x0d12,0xfe8f
0x0d13,0xfaef
0x0d14,0x5aeb
0x0d15,0xfeef
0x0d16,0x1f69
0x0d17,0xf3fa
0x0d18,0xf266
0x0d19,0xf2d6
0x0d1a,0x5960
0x0d1b,0x1d69
0x0d1c,0x53ba
0x0d1d,0xfbba
0x0d1e,0xcf69
0x0d1f,0x1fd9
0x0d20,0x59d3
0x0d21,0x1fda
0x0d22,0xf263
0x0d23,0x5968
0x0d24,0x59eb
0x0d25,0xf2ef
0x0d26,0xcf62
0x0d27,0x1f8c
0x0d28,0xf98f
0x0d29,0xf9d3
0x0d2a,0x598f
0x0d2b,0xcfd2
0x0d2c,0xcfec
0x0d2d,0xcf6a
0x0d2e,0xcf8e
0x0d2f,0xcfee
0x0d30,0x6986
0x0d31,0x2f89
0x0d32,0x6be0
0x0d33,0x69e0
0x0d34,0x69eb
0x0d35,0x6beb
0x0d36,0xafe4
0x0d37,0x2f8c
0x0d38,0x6b8f
0x0d39,0x6b86
0x0d3a,0x698f
0x0d3b,0xae74
0x0d3c,0x2eac
0x0d3d,0x2ea9
0x0d3e,0xae7e
0x0d3f,0xafee
0x0d40,0x5263
0x0d41,0xf3da
0x0d42,0x5268
0x0d43,0xf2d8
0x0d44,0xf28b
0x0d45,0x52eb
0x0d46,0x5362
0x0d47,0xf38c
0x0d48,0x528f
0x0d49,0x52d3
0x0d4a,0x52ef
0x0d4b,0x53d2
0x0d4c,0x53ec
0x0d4d,0x536a
0x0d4e,0x538e
0x0d4f,0x53ee
0x0d50,0x5988
0x0d51,0xf3ea
0x0d52,0xf9e8
0x0d53,0xf2e8
0x0d54,0xf288
0x0d55,0x52e8
0x0d56,0x5b8a
0x0d57,0xf38a
0x0d58,0x5283
0x0d59,0x5288
0x0d5a,0x52e3
0x0d5b,0x538a
0x0d5c,0x53ea
0x0d5d,0xfbea
0x0d5e,0x5382
0x0d5f,0x53e2
0x0d60,0x62e6
0x0d61,0x4389
0x0d62,0x4380
0x0d63,0x4280
0x0d64,0x428b
0x0d65,0x438b
0x0d66,0x63e4
0x0d67,0x438c
0x0d68,0x63ef
0x0d69,0x63e6
0x0d6a,0x62ef
0x0d6b,0x6274
0x0d6c,0x42ac
0x0d6d,0x42a9
0x0d6e,0x627e
0x0d6f,0x63ee
0x0d70,0x59e3
0x0d71,0x1fea
0x0d72,0xf283
0x0d73,0xf9e3
0x0d74,0x59e8
0x0d75,0xf2e3
0x0d76,0xcd8a
0x0d77,0x1f8a
0x0d78,0xf983
0x0d79,0xf988
0x0d7a,0x5983
0x0d7b,0xcf8a
0x0d7c,0xcfea
0x0d7d,0x1dea
0x0d7e,0xcf82
0x0d7f,0xcfe2
0x0d80,0x4788
0x0d81,0x4f87
0x0d82,0x4f85
0x0d83,0x4e85
0x0d84,0x4efb
0x0d85,0x4ffb
0x0d86,0x458a
0x0d87,0x4ffc
0x0d88,0x45db
0x0d89,0x4588
0x0d8a,0x47db
0x0d8b,0x47aa
0x0d8c,0x4e3c
0x0d8d,0x4ea7
0x0d8e,0x47cc
0x0d8f,0x45dc
0x0d90,0x42d8
0x0d91,0xffdc
0x0d92,0x5e6b
0x0d93,0xfedb
0x0d94,0xfefb
0x0d95,0x5ebb
0x0d96,0x43da
0x0d97,0xfffc
0x0d98,0x5265
0x0d99,0x6268
0x0d9a,0xf2d5
0x0d9b,0x636a
0x0d9c,0x5fbc
0x0d9d,0x5f6c
0x0d9e,0x5367
0x0d9f,0xf3d7
0x0da0,0x69e3
0x0da1,0x2fea
0x0da2,0x4be3
0x0da3,0x49e3
0x0da4,0x69e8
0x0da5,0x6be8
0x0da6,0xad8a
0x0da7,0x2f8a
0x0da8,0x6b83
0x0da9,0x6be3
0x0daa,0x6983
0x0dab,0xaaaa
0x0dac,0x2eaa
0x0dad,0x2e7a
0x0dae,0xae72
0x0daf,0xafe2
0x0db0,0x61e8
0x0db1,0x43f9
0x0db2,0x6de5
0x0db3,0x6ae5
0x0db4,0x6abb
0x0db5,0x6dbb
0x0db6,0x2c8a
0x0db7,0x2ffa
0x0db8,0x686b
0x0db9,0x68e8
0x0dba,0x616b
0x0dbb,0x20aa
0x0dbc,0x2e3a
0x0dbd,0x4239
0x0dbe,0x20cc
0x0dbf,0x2cdc
0x0dc0,0x6988
0x0dc1,0x43ea
0x0dc2,0x43e8
0x0dc3,0x42e8
0x0dc4,0x4288
0x0dc5,0x4388
0x0dc6,0x6b8a
0x0dc7,0x438a
0x0dc8,0x63e3
0x0dc9,0x6b88
0x0dca,0x62e3
0x0dcb,0x69aa
0x0dcc,0x42aa
0x0dcd,0x427a
0x0dce,0x6272
0x0dcf,0x63e2
0x0dd0,0x4163
0x0dd1,0x43ba
0x0dd2,0x4def
0x0dd3,0x4aef
0x0dd4,0x6aeb
0x0dd5,0x6deb
0x0dd6,0x2c6a
0x0dd7,0x43fa
0x0dd8,0x6868
0x0dd9,0x4863
0x0dda,0x6168
0x0ddb,0x204a
0x0ddc,0x423a
0x0ddd,0x429a
0x0dde,0x20ca
0x0ddf,0x2cda
0x0de0,0xf260
0x0de1,0xffec
0x0de2,0xfaeb
0x0de3,0xfeeb
0x0de4,0xfe8b
0x0de5,0x5eeb
0x0de6,0xf369
0x0de7,0xff8c
0x0de8,0x5260
0x0de9,0xf960
0x0dea,0xf2d0
0x0deb,0xfb69
0x0dec,0x5fec
0x0ded,0xfdec
0x0dee,0x5369
0x0def,0xf3d9
0x0df0,0x4768
0x0df1,0x4fec
0x0df2,0x4feb
0x0df3,0x4eeb
0x0df4,0x4e8b
0x0df5,0x4f8b
0x0df6,0x456a
0x0df7,0x4f8c
0x0df8,0x45d8
0x0df9,0x4568
0x0dfa,0x47d8
0x0dfb,0x474a
0x0dfc,0x4eac
0x0dfd,0x4e7c
0x0dfe,0x47ca
0x0dff,0x45da
0x0e00,0x99ea
0x0e01,0xef72
0x0e02,0xd982
0x0e03,0x9982
0x0e04,0x99e2
0x0e05,0xd98a
0x0e06,0x8faa
0x0e07,0xedaa
0x0e08,0xd282
0x0e09,0xd2e2
0x0e0a,0xd9e2
0x0e0b,0xef7a
0x0e0c,0xefaa
0x0e0d,0xefa2
0x0e0e,0x8d7a
0x0e0f,0x8f7a
0x0e10,0x9b4b
0x0e11,0xef6e
0x0e12,0xdbcf
0x0e13,0x9bcf
0x0e14,0x998e
0x0e15,0xd98e
0x0e16,0x8fdc
0x0e17,0xef7e
0x0e18,0xd2ee
